Restaurant_name
Headquarters
Grill n Fire
Tatva
Mamagoto
Rajdhani Thali Restaurant
Sarkar's Kitchen
India Bistro
Glocal Junction
Greenland Restaurant
Athidi Biryani & Curry Point
Beach House
A-One Restaurant
Hotel Nakshatra Grand
Pakka Local
Golden Palace
Grand Paris
Chicken Shawarma Hub
13 Dhaba
Dusk 2 Dawn
Mustang Terrace Lounge
Biryani Zyone
Shree Ganesh Darshini
Punjabi Affair
WOK Republic
TGI Fridays
Sahib Sindh Sultan
Coco's Bar & Grill
Hotel Zara Hi-Fi
Amma Tiffins
Chit Chat Chai
HyLife Brewing Company
Mustafa Biryani House
Pakwaan
Vivaha Bhojanambu
Tabla
New Meghna's Spicy Foods
Biryanis And More
Cannoli Cafe
Pakwaan Again
Sahara Bakers
NorFest - The Dhaba
Rotis
Famous Ice Creams
Olive Mithai Shop
Dildaar
Corner Bakers
Saffron Mantra
9 Bawarchi Restaurant
Moghul's Paradiez Biryani House
China Bistro
Nanking
Friends Shawarma
Little Italy
Spice 6 - The Global Cuisine
The Gallery Cafe
House of Dosas
Ram Ki Bandi
Hyper Local
Have More Restaurant & Bakers
Sri Kanya Comfort
Stone Waters - Kitchen & Lounge
Yum Yum Tree
Your Friend Bawarchi
Abhiruchi Hotel
Biryani Art
Hunger Maggi Point
Mataam AL Jazirah
Chakhh De Punjab
Cafe Bahar
Mekong - Marigold Hotel
Indi Spice
Tea Villa Cafe
Hitech Bawarchi
Central Biryani Pointe
Reddy's Kitchen
Mandi King Arabic Restaurant
Victoria Restaurant
Loventila
Flying Spaghetti Monster
Food For U
La La Land - Bar & Kitchen
Suruchi Biryani House
Prime Pista Houz Restaurant
Oh! Calcutta
Firewater  Kitchen & Bar
Ocean Of Bakes
Behrouz Biryani
Hotel Mukarram
Stikstof Ice-Cream Cafe
Chefs Miracles
A-1 Chicken Pakoda Point
Royal Biryani & Kababs
Balaji Santosh Family Dhaba
Mayabazar Restaurant
Swathi Mess & Dhaba
Lazeez Khaana
Nandu Fresh Fruit Juice Centre
Amogha Restaurant
Hari Dosa
Deli 9 Bistro
Vindu Bhojanam Restaurant
Viyyalavaari Vindu
Domino's Pizza
Simply South
Mandil
Mandar
Dine Hill
Kim Fung
Hyderabad Xpress
G. Pulla Reddy Sweets
Amogham Restaurant
Kathmandu Momos
Nabanno
Gravity's Grand
Manu's Kitchen
Amba Bhawani Hotel
Govind Dosa
Ofen
Hyderabad Chefs
Shree Santosh Dhaba Family Restaurant
The Moonshine Project
Al Habibi Mandi
Jolly's Biriyani Darbar
Swach Bawarchi
Mandi King
Chung Hua Restaurant
Hotel Nakshatra Inn
Dwaraka Grand
The Wonton
IndiBlaze
Beyond Coffee
The Just Biryani
Sri Ganesh Family Dhaba
Moghal Darbar
Hyderabadi​ Bawarchi
Hyderabadi Bawarchi
Sri Abhiruchi Biryani & Chinese Fast Food
Lassi Shop
Gulf Bakers And Restaurant
N Village
Shanghai Chef 2
Istah - Sizzling Shawarmas
Tipsy Topsy Bakers
Karachi Cafe
Stop n Go Bakers
Hoppipola
Santè Spa Cuisine
Hitex Bawarchi
The Foodie Monster Kitchen
Rayudu's Biryani House
78 East Restaurant
Karim's - The Original from Jama Masjid Delhi 6
Aromas of Andhra
Biryani pot
Banana Leaf Multicuisine Restaurant
Neha Restaurant
Hotel Sindhura East Court
Mayuri Bar & Restaurant
Suruchi Restaurant
Crystal Restaurant & Bar
Maa Ooru Biryani
Mathura Vilas
Kabul Darbar
Balaji Family Dhaba
Oh So Stoned!
Cafe Graffiti
New Astoria Restaurant
Mad About China
Frio Bistro
Diners Pavilion
Ravmchi's Vindhu
Reshmi's Classic Restaurant
Surya Restaurant
Ek Dum Hyderabadi
Subhan Bakery
Ram's Dosa House
Sigree
Mohini Multicuisine Restaurant
Meghana's Spicy Foods
Being Hungry
McDonald's
Euphoria
Mayur Grand
Pappa Roti
Cream Rollz and Bake house
Smoky Pitara
Dine O China
Food Inn
Urban Kitchen
Universal Restaurant & Bakery Store
Hello Curry
Silver Salt
Healthy Restaurant
Nawab's Dine
Hotel Nayaab
Vintage Kitchen
Cafe Bahar Multicuisine Family Restaurant
Eclaire
Rudra Restaurant
TGrill
The Spicy Pot
Sri Sampoorna Grand
Swaad Restaurant
Up-The Rooftop Lounge
Kolkata Food Plaza
"N Grills - Shawarma, Kebabs & Barbeque"
Lip 'N' Licks Food Court
Lakshmi Tiffin Centre
Hotel Brundavan Pride
Genuine Broaster Chicken
Mega Tasty N Spicy
The Wingster
Surabhi Grand
Bowl o' China
Mataam Al Yamani
Aromas@11SIX
Akson Restaurant
Dunkin' Donuts
Spicy Inn Food Court
Cafe Niloufer & Bakers
Bakers 'Q'
Real Bawarchi
Chai Kahani
Cafe Eclat
Sagar Papaji Ka Dhaba
Peshawar
Faasos
Treatzz Restaurant
SD Santosh Dhaba
Papaji-Da-Dhaba
Y2K Restaurant
Kobe Sizzler
Driven Cafe
Saffron Soul - Marigold Hotel
Mayur Pan House
Gelatissimo
Santosh Plus Family Dhaba
Laxman ki Bandi
Tempteys
Daawat Biryani House
Shree Santosh Family Dhaba
Drunken Monkey
Icekraft
Da Yellow Cane
Eat In Peace
Sai Durga Family Restaurant
We Rice Bowl
Dadu's Mithai Vatika
Asian Meal Box
Sweet Heart
Ghrelin Cafe & Patisserie
Nice Juice Centre
Zaiqa - E - Hyderabad
Over the Flow
Raja Vari Ruchulu
Circles - Hotel Daspalla
Anupama Restaurant
Arbab Riyaan Hotel
Indian Tadka
Mama Mia Italia
Sanjos Donuts
Squeeze @ The Lime
Hira Panna
Good Cow Cafe
900 Degree Brick Oven Pizza
Happyness
Athidhi
Istanbul
Tower Bavarchi Restaurant
Affair
Santosh Family Dhaba
Mr. Pulao
Sanjha Chullha
Riyan Hotel
Papadams Blue
The Matter of Batter
Hotel City Diamond
Cafe Hollywood Bollywood
Basra Pride
Mataam Al Turki
Sri Santosh Family Dhaba
Bench Cafe
Tulips - Hotel GreenPark
Olive Garden
Delhi-39
Fizza Kabab House
PVR'S Food Garage
Berry Bakers
Khaan Saab
Biryani Day
Al Saba Restaurant
Hyderabad Spices
Nala Bhimas
The Second Cup
Pondy Parottas
HNA Restaurant & Bakery
Suruchi Biryani & Chinese Restaurant
Masqati Rich Ice Cream
Milkshake And Co.
Hotel Swagath
Spicy Family Restaurant
Royal Spicy Restaurant
Dr. Ice Cream
Hyd Biryani
Sitara Grand
Blue Orchid
Go Fresh - The Pizza House
Foodyzo
Shubavsar
Ahobilam Foods - Millet Cave
GD's
Beijing Bistro
New Real Bawarchi
Apsara Ice Creams
Frozen Desert
Spice Garden Pure Veg Restaurant - Royal Reve Hotel
Bezawada Bhojanam
M M Paradise
Southern Express - The Alley
Ayaan's BBQ & Mataam Mandi
Ulavacharu Biryani House
Express Shawarma
Mughal Restaurant
Wat-A-Burger!
Pepper & Salt
R Royal Bawarchi
The Milkshakes Factory
Hot Plate
Al Rabea Al Arabia Restaurant
House of Milkshakes
Palace Heights
Whiteboard Cafe
EATmosphere
Chemistry Family Bar
iGrill Biryaniz Multicuisine Family Restaurant
Cascade - Radisson Hyderabad Hitec City
Amaravathi Restaurant & Bar
Thambi Biryani House
Saba Hotel
Mai Ki Rasoi
Krishna's Kitchen
RK Sweets & Juices
Kohinoor Restaurant
Gur Nihal Foods
Shawarma Corner
Vaibhave
Lee's Chinese Restaurant
CakeZone
The Old Madras Baking Company
Reddy's Grill N Gravies
Ice Magic
Savla's Home Food
The Belgian Waffle Co.
Ghungroo
GT's Kitchen
Guavaz
Momos Delight
Terrassen Cafe
Southern Fried Chicken
Desi Bytes
Brijwasi Aahaar
Qube Cafe - Hotel Siesta
V Bakers Q
Salaam Namaste
New Silver Bawarchi Restaurant
Aama's
Talking Hands
Hotel Megha City
Lavang Restaurant
Shawarma Grill
Reddy Gari Ruchulu
Sri Balaji Family Dhaba
Vana Bhojanam
Burfi Ghar
Sri Ramakrishna Food Court
Chef's Paradise Restaurant
Masqati Ice Cream
Biryani House
Blue Diamond
Taj Bakery
Sambal
Milkshakes Patio
Surabhi Elite
Lucky's Biryani House
Golconda Chefs
Eats Corner
Soups n Salads
Abhiruchi Restaurant
Ratna Bawarchi
Triptify
Melting Pot
Tumpa Bengali Food
Pepper Treats
Hot Mirchees
Sri Vengamamba Grand
Italian Pizzeria
Eat Confetti
Babai Bhojanam
Plantain Bakers
Eat Street.com
Udupi Grand Restaurant
Al Arabian Mandi
Ahoy Resto
Makhan Shah City Grand Family Restaurant
MasterKitchens.co
Mughlai Hub
Wich Please
New Sagar Restaurant & Bakers
Pariwaar Multicuisine Restaurant
City Kababs Restaurant
Master Kabab's Restaurant
SharEat
Golden Restaurant
Brickwood
Sukhibhava
BrownBear
Cafe Melli
Omkaram Foods
Bliss Bakers & Confectioners
Dwaraka Multicuisine Restaurant
Haiking Chinese Restaurant
R Grill Multi Cusine Restaurant
Fanooz Restaurant & Banquet
Ovenstory Pizza
Mirchis
Village Kitchen
Eatsome
The Shawarma's
D Grill Shawarma
Tipsy Topsy Bakery
Drunkyard
Ankapur Village A Military Hotel
Second Wife Restaurant
Pavilion - The Peerless Inn
Sammis Shawarma
Serena Chat Fast Food & Bakers
Sofrehh Persian Bistro
Big Noodle
Ruchies Restaurant
Time2Taste
Pulp Pressery
Southern Kitchen
Kamat Hotel
K.S Deewan Family Dhaba
Garam Masala
Midland Bakers
The Shawarma Shack
London Bubble Co.
Al - Akbar Fast Food Corner
Pariwar Dhaba
Shriji Rasoi
The Clay Pot
Subway
Dimmy's Pan Palace
Netaji's Biryani Point
Al Qaswa
Sri Raghavendra
Sri Meesala Rajugari Ruchulu
Kritunga - Palegar's Cuisine
The Himalayan Cafe
Sree Seethamba Hotel
Saharsh Udupi Grand
My Grill
Teluginti Ruchulu
MeatScape
Raju Gari Pulao
Delight24 Bakery & Cafe
Maa Santosh Dhaba Family Restaurant
Snack & Shake
Kalinga's Kitchen
Shawarmama
Last Seen
Tea Halt
Vantillu Multi Cuisine Restaurant
Lazzat Restaurant
Sree Bakers
Dahi Mirchi
Cream Chemistry
Gazebo
Dirty Burgers
Frozen Bottle
Bihari North Indian Hotel
Dallas House Restaurant
Dark Stone
Hotel Al-Shafa
Café Avail
Hyderabad House
Hexa by SPG Grand
Arabian Grillz
New Santosh Dhaba Jashan
Big Byte
Grand Kakatiya
Navayuga Hotels
Waffle Magic
Akshara Grand
Cream Town
H.D Bakers
Veg Tokri
Crunchy's Fried Chicken
Roll On
Peth Puja
Shawarma House
Mom S Kitchen
Pizza Street
Country Oven
Desi Pizza
Keshav Reddy Sweets
Wok Chinese
Bites Beyond Borders
ABC - Absolutely Broasted Chicken
Tipsy Topsy Food Hub
Macchi Jaal
HAMZA - Multi Cuisine Restaurant
D Pizza
Delicious Dosa
The Bombay Churros
Samskruthi
Sri Raghavendra Tiffin's
Velvet Patisserie
Al Madina Mandi House
Step 'N' Eat Bakers
The Joint
Annapurna Restaurant
Sri Ganesh Tiffins
Needs Fast Food Joint
Healthie
D Destino
Hameedi Confectioner & Co.
Chai Pani
The Big Oven
Waffle World
Amul Tiffin Corner
Bommarillu
T Grill Thali Time
Star Hotel
Anandam
Shree Lalla Dhaba
Vaibhav
Shahi Biryani Darbaar
Cafe +
Hitech Bawarchi Food Court
Little Chang's
Mataam Al Hind
Sai Ganapathi Tiffins & Meals
Biryani & Biryani
Oye Lassi
Roll Call
The London Shakes
New Cafe Southern
Rahul Tiffin & Fast Food Centre
The Grand Zaayeqa - Hotel Hyderabad Grand
Oven Secretz
Fresco
Student Biryani
Pietza Pizza
Milk Shake Factory
Sri Siddhi Udupi Tiffin & Restaurant
Kumbakarnas Restaurant
Grand Bawarchi Restaurant
Deccan Canteen
Sree Dwaraka's
Down Town House
Sri Sai Prem Veg Restaurant
Al Marjan Café Restaurant
Sri Narsing Bhelpuri & Juice Centre
Caramel Bakers
Chef Inam's KOB
On The Wok
Hotel Millennium Grand
A1
Doner Kebab.Shop
Sri Udipi Grand
Onionz
Grand Local Dhabha
Mano's Restaurant & Take Away
Sree Chandana Hotel
Snort
Kickin Food
Oakleaf: Oakwood Residence Kapil Hyderabad
Mourya's Family Dining
Annapurna Takeaway
VNR Fresh Juice Center
Santosh Dhaba Extension
Kebab Factory
New Green Bawarchi
Hotel Swagath Grand
Amrutha Paradise
Gobogo
Himalaya Restaurant
Froozo
Hotel Vasudha Elite
Amaravathi
DesiWay
Piccolo Gelato
A One Biriyani House
Chef's Mansion
Bihari Mama Hotel
Havisa Restaurant
Dhaba 65
iXcream
Balaji Rajasthan Food House
Snack Time
Turkish Doner Kabab
Temptations
Rahul's Adda
Swagath Biryani House
Pulav House
Taj Mahal Delite
Chak De
Revolt 2.0
Zafar's Fine Dine
Chopsticks
Anand Hotel
Buona Dolce
Dosawala
StickHouse
Deccan Restaurant
Salasar Santosh Dhaba
Hotel Marjaan
Vibhavari's Multicuisine Restaurant
Rajasthan Restaurant
Ibaco
InnerChef
Swiss Castle
Sana Bawarchi
Mini Punjab
FK Star restaurant & Cafe
Out of the Box - Hotel GreenPark
The Kulcha Kulture
K & S Kitchen's
Hotel Nandini
Aryan
Swaad Cafe
New Balaji Santosh Dhaba
Cafe Coffee Day
Good Lands Restaurant
Kondapalli Kitchen
Lighthouse Drive In
Whatta Waffle !
Natural Fresh Ice Cream
Xian Shang
Sri Balaji Mithai Bhandar
Eaters DEN
Sai Kailash Dhaba
Hitex Santosh Family Dhaba
Bilal Ice Cream Parlour
Bheema Family Restaurant
Suprabhat Tiffins
Bliss Punjabi Paratha House
Burgasm
Dolphins
Raju Gari Ruchulu
Green Bawarchi
Malabar Magic
Green Tree
Ice Cream Works
Mark Food Avenue
Woodland
Just Bake
Chakh Le
Ironhill Roastery
Cafe Graffiti Pizzeria
Naina Tiffins & Meals
Grabz
Surabhi Multicuisine Restaurant
Hangout Pizza & Fried Chicken
CFC Chinese Food Court
Milkshake Buffin
Arabic Marhaba Restaurant
Salwa Multicuisine Restaurant
Mir Mandi Hub
Sha Sha - Shandaar Shawarma
Delicacy Family Restaurant
Hyderabad 12
Scoops Ice Cream
Hong Kong Chinese Restaurant
Foodie Woodie
Veerji Ka Dhaba
Light Sun Lazeez Biryani Hotel
Punjabi Bytes
Aqasa
Surabhi Pride
Tabla Sapphire
Firangi Bake
Golden Dragon - Taj Krishna
Taiba Food Court
Gold Bawarche
Sri Nandini
Far East Asia
Crispy Hub
Balaji Jodhpur Sweets House
Madhu Restaurant
Hotel Super Star
Taj Mahal Hotel
Kolkatta Roll
Fancy Ice Cream
Al Hashmi Arabian Shawarma House
Sree Abhiruchi Restaurant
Hotel Sitara Royal
Golden Dragon
Turkish
Amadora Gourmet Ice Cream & Sorbet
Backyard Food Co.
T.K Bakers Lounge
Dosa Hut Multicuisine Restaurant
BLR Food Kourt
Eat Talk Celebrate
Blu Ginger
Chinese Cornerz
Chinese Bells
The Chinese Kitchen
Biryani Adda
Spice It - Ibis Hotel
Budget Meal
New Amogha Veg
Times Tiffin
Cafe Melange
Veggie Chinese Fast Food
Baker Street
Shawarma Station
Chama Gaucha
Millets Kitchen
Desi Adda!!!
Dawath
Al-Arab Mandi
Charcoal BBQ
Oh My Shakes
Classic Ice Cream
Hotel Udipi Home
Jus Gokool
Fine Food Court
Nagabhushanam Mess
Smart Alec - Alternative Deli
Piyo
Hangout - Ice Creams
Papadams
Zuka - Hotel One Place
Hotel Bengal Zone
Shahji Ka Dhaba
Express Pizza
Talha Arabian Food Corner
Mandi & More
Udipi House
Pickle Rice
Ganesh Family Dhaba
Dwaraka Veg Restaurant
Kapoor Da Dhaba
Biryani & U
Deesh Punjabi Dhaba
Wingswala
Abhiruchi Tiffins & Restaurant
The Cafe Continental
La Pino'z Pizza
Planet Gravy
City Pride Restaurant
Angaara
Grand Spicy Bawarchi
Zaiqa Arabian Food Court
Balaji Mithai Bhandar
Speedy's
Gumagumalu
Taj Restaurant
Maa Santosh Family Dhaba
Sandhyaa Grand
New Karthikeya Tiffins Centre
Brickyard 480º
S.V Dosa World
Bookmythali
Reddy Bakery & Sweets
Paakashala Restaurant
Arabian Shawarma
AM-PM Food Court
180 Oven
Break The Fast
Flying Beans Café and Bistro
Reason 9
Madhur Sweets
Paaka
Palamuru Grills
Rainbow Hotel
The Park Vue
Palate House Family Restaurant
Country Dine
Indori Bhiya
Plate The Eatery Hub
Hopp Inn Fast Food
Rannaghar East Coast Chefs
Shri Krishna Grand
Sandwich Eatery
Coconut Juice Bar
Ghumaghumalu
Bubble Frites
The Egg Stop - Omelette Cafe
Grandiose
Punjabi Paratha House
Walnut Bakes & Confectioners
Frost n Grills
Al-Madina Shawarma & Kebabs
Bhattad Ki Idli - Rambharose Bhandar
Parathawala
Froststicks
The Garage Cafe
Dandu's Food Plaza
New Ann's Chinese Kitchen
New Sher-e-Punjab Dhaba
Sai Palace Fast Food
Sri Gayathri Tiffins
Hangout
Shakti
Udupy's Ahar
Sai Gokul
Havmor Hotch Potch - Cold Stone Ice Cream
MSB Fast Food
Just Falafel
6 Degrees Fahrenheit
Vinayaka TiffIns & Fast Food Center
China Town
Telangana Ruchulu
Keventers
The Garden Cafe
R Shree Santosh Family Dhaba
San's Pizza Den
Sri Raghavendra Hotel
King Of Thickshakes
The Kingz Landing
Bakers County
An Arabian Kitchen
Sri Matha Food Court
Man Made Magic
Shake Studio
Sri Amul Tiffin Centre
New Santosh Family Dhaba
Grill's n Chill's - Hotel Vaishnaoi
AM-PM Dosa Point
Hyderabad-E-Fusion
Al-Saba Restaurant
Mr. Idly Dosa
Surabhi
Sky Shade Multicuisine Restaurant
The Almighty Dining Perfection
Gujarati Mess
Munching Time
Grill 2 Chill
Pizza Xpress
Goli Vada Pav No. 1
Pizza Pasta Sausage Shop
Chilly's
Paranthe Wali Gali
The Burger Chefs
Mr Foody
Mehfil Restaurant
Grill Point
D-Lite Frankie
Hitex Santosh Dhaba
Step In 6 Resto BBQ
The Garage Project
Jai Durga Hotel Veg & Non Veg
Hotel Parwaan
Shree Golden Palace
Cafe 115: Oakwoood Residence Kapil Hyderabad
Puffs n Cakes
Grill Cottage
The Melting Pot -  Belson Taj Hotel
Cool Fudge
SV Shawarma Hub
Walnuts Bakery
The Shawarma Club
Coffee N Cakes
Taiba Bakery & Cafe
Ankapur Chicken
Chai Point
Oye Pizza
Silver Screen Restaurant
Shalimar Sweets
Shubham Celebrations
Matwale Doodh Ghar
Fizza Tower Restaurant
Tip Max Bakers
N-Dine
Abinand Grand
Eat Egg.in
Minerva Sweets
Neeraja Food Court
King's Plaza
Yosta Xpress
Food Vault
Cusino
Ruchi Curry Point
Hotel Shubham Palace
Southern Spice
Mummy Ki Rassoi Express
Hyderabadi Biryaniwaale
Sweet Magic
Rollarappa
Shawarma Hot and Cool Point
Sri Nartaki Fast Food
Pop O'Bob - Premium Bubble Tea
Ye Lo Chai
Samosa Spot
Yo Pizza
#gachKhana
Kebab Fusion
United Shakes
Tipsy Topsy
Rang Restaurant
The Juicy Grill
Plated Multicuisine Restaurant
Vantillu
Invitation
Kings Shawarma Hub
Gundamma Gari Ruchulu
Khan Saheb
The Spitfire BBQ Truck
10D Express
Mr Chef
Sri Kaveri's Family Restaurant
Baadshah Restaurant
Peacock Restaurant
China Chef
Pizza Xpert
Shawarma Joint
Hotel Akshaya
The Bhimavaram Boys
Khake Dekho
Taste N Joy Pizza
Ruby Restaurant
Juice Express
Thickshakes
Meadow Mastii
Hotel Shanthi Deluxe
RFC
Lazeez Chicken Shawarma & Burger Point
Terrace Grill
Biryani Mahal
Sri Sai Darshini Tiffins & Meals
Baba Bakery
New Sardarji Dhaba
Shawarma Republic
Taste of India
Popular Punjabi Paratha
Dairy Den
Singh's Pure Veg Restaurant
Pizza Den
Cafe De Loco
Punjabi Bhatti
New Santosh Dhaba
The Chinese Hub
Hotel Udupi Home
Planet of Paratha Kitchen
Pizzeria N Wings
Tiffin Box
Cakesclub.com
Kolleru Ruchulu
Grill & Roll Shawarma
Veerabhadra Restaurant
Vasireddy Swagruha Foods
Snack Hub
Grand Vindu
Old Skool
Pasha's Kitchen
Vantillu Restaurant & Banquets
Shawarma Kingdom
Sai Roti Corner
Swadisht
Ababeel Green Bawarchi
Hyderabad Shahi Restaurant
Krazy Oven
Tung Kein
Meghana's Biryani House
Lucky's Multi Cuisine Restaurant
The Capitol Foods
Shyam Bhojanalay
Eat Burp Repeat
Wok Shok
Godavari Ruchulu
Adbuthaha
Sri Sai Raghavendra Tiffins
Zomoz
Al Arabian Shawarma
Creamstruck
The Blue Shawarma
Sweet Truth
Al-Baik Shawarma
Stop N Go Bakers
Riyan Mughlai Restaurant
Cupcake House
Tandoori Bhatti
Go Fresh- Milkshake & Shawarma
Bismilla Hotel
Hotel Firdous
2 States
The Halal Republic
Being Turkish
Gossip Coffee Shop
Hot Grill Roaster
Taste of Rajasthan
Go Pizzza
Amoga Spice
Seven Days - Restaurant
SSS Shawarma & Food Court
Kailash Parbat
Deccan Elite
Prem Di Rasoi
Noodles & Rice
Naivedyam
Arabian Mandi
REN YI
Hotel Sankranti
Desi Flavours
Balaji Santosh Dhaba
Daddy's Pizza
Mr. Milkshake
Idly.com
Pizza Unlimited Jaipurwala
Sri Balaji Santosh Family Dhaba
Baskin Robbins
Plush Creamery
Devour
Hunger Spot
The Good Bowl
Snackers Zone
Ruchi Curries
Blue Star Restaurant
Santosh Dhaba
Aahar Niyam
Aahar Takeaway
Mysore Express
Kshetra
Bevero
Igloo Minus Degree Magic
Big Spice Restaurant & Bar
Dr. Bubbles Chai Specialist
Sampradaya Ruchulu
Seven Spices
F3 Kitchen
Sri Raghavendra Vegetarian Restaurant
20-20 A Quick Service Restaurant
K&C Bakers & Confectioners
Jai Durga Maa Vaishno Dhabha
Up Mandi House
Italian Pizza
Amamma Ruchulu
Cake Exotica
Vada Pav Station
Mexican Grill Subs
Dusk Miller Confectionery
Shakes Town
New Bombay Juice & Chat
Bhookmark
The Cafe Cup
Grand Local Dhaba
Yahooo's Bigg Noodle
Jhilmil Santosh Family Dhaba
Arabian Desire
Lucknawi Tadka
Aahaa Amrutham
Landmark Kitchens Resturant and takeaway
Serena Tiffins
Feast Xpress
Universal Al Mataam Mandi Kebab & Biryani
Shree Santosh Dhaba Platinum
Dine O'China
Funjabi Kitchen
TRP Foodies Hub
T2T Box
Walnut Baker's & Confectioners
Softy Den
Babai Pulao
Jai Durga Maa Currypoint
Food Zone 3
Noodles & More
Red Chillies Kitchen
New York Slice
Scoops Tiffin Centre
Cashew House
Reliance Bakery
Secret Recipes
Southern Mirchi
Khaanagiri
Deccan Chef
Quikbite
Cream Shakes
Mr. Delicious
Natural Fruit Juice & Hot Bites
Jarlie Desserts
Sindhu Tiffin and Meal Centre
Yaariyan
Shayan Hyderabadi Biryani
Snacking
Haji Mastan Sweets & Bakery
Salsa The Pizza Ranch
Fitmeals Cafe
27 Pizza Restaurant
Hop In
Milkshake Mafia
Durga Restaurant
Amantran
Om Siddi Vinayaka Tiffin Centre
Spicy Sizzlers
Mahalakshmi Food Zone
Dolphin Bakers & Fast Food
Shawarma Bytes
Freak Shake Bro
LNS Grand
Eat Studio
Mr. Bakers
Bombay Chowpati Chat Bhandar
US Fried Chicken
Hotel Galaxy Paradise
Viva Restaurant and Bar
Rice Box The Diet Box
Chinese Republic Kitchen
Agra Mithaiwala
Minerva Xpress
Hotel Anand Bhavan
Roll Darbar
Maqbool Restaurant & Bakery
Little Andhra
De Cafe Studio
King's Landing
Krishnatunga Restaurant By Kritunga
Tara Sweets & Chat
Manbhavan
Burger Point
Jackies Corner
Saakshi Biryani House
Azizia Hotel
Akshita Biryani
New Limra Hotel & Restaurant
Bhoomi's
Cupz
Pizza's Express
C5 Food Court
Shawarma Stop & Arabian Delight
Momos Food Stop
Lunch Box
Junior Shakes
New Deccan Bawarchi
Sri Thirumala Bakery
Sambar House
Vin Shanghai
Degchee Punjabi Dhaba
Spoonly
Street 6 Bakers
Aroma
Grill Citi
Chef Xpress
Hotel Fish Land
100N
Rever Kitchen
Nova Pride Hotel
Marathi Katta
Food Zone 2 Fast Food
The Chennai Cafe
Yours Universe - Bakes & Cakes
Bade Miyan Kababs
Chinese Spices
Turkish Central
Al Baik
Sai Balaji's Udipi Xpress
Sharmaji Pav Bhaji Centre
Cream N Shakes
American Bakers
Pizza Slice
Fusion of Biryanis
Amma Vanta
Frozen House
Dosa Hut
Sri Junction Family Restaurant
YumYumDilli
Thickshakes Topia
YumYumSouth
Sri Swagath Parivar
Pakashala
Aporto
Deepak Edla's Kitchen
Foreign Café
Pralines & Cream
Arab Inn
Chef Baker's
Flavours - The Grand Solitaire Hotel
Sivaramareddy Pure Ghee Sweets & Chat
Fingerlicks Food Court
Delight Da Chaska
Hyderabad Flavours
Parampara- 'The Mithai Shop'
Red Dragon
Moonlight Bakers
Diamond Point Hotel
Swathi Tiffins
Seven Days - Cafe
Laxmi Balaji Santosh Family Dhaba
Josh Chicken and Fish Snacks
Al-Azeez BBQ Chicken
Kiosk Fried Chicken
Food N Grill
MS Bakery & Sweets
SWOT Restaurant
Bake Treats
Shraddha Temptations
Mr. Kook
Cinderella Bakery
Al-Afzal Mataam Al-Mandi
Momos Addaa
Bake Delight Bakery
Fat Monk
Ravmchis Vindhu
Enjoy Bakery
Frooce - The Juice Bar
Sneha Food Court
Grand Maa Bakers
Hungry House
Chillies
Roman Bakers
Grand Idly
Gokul Food Point
Yours Universe - Bakers & Cakes
Sukha Sagara
Abhishek Fruit & Juice Corner
Himacream
Huffs 'n' Puffs
2nd Wife
